msr,id,tp,twsp,ws,wy,dt,wd,qm.cfs,qc.cfs,qmx.cfs,qmn.cfs,q.cv,uqm.cfsm,uqc.cfsm,ptm.mm,ptmx.mm,ptmn.mm,pt.cv,lbn.,uq.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,utn.mg_l,tdn.mg_l,utkn.mg_l,tkn.mg_l,don.mg_l,ptn.mg_l,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mag.mg_l,sul.mg_l,chl.mg_l,doc.mg_l,tn.s.mg_mg,tc.s.mg_mg,tcn.,tn.mg_mgsed,tc.mg_mgsed,tn.mg_100mgsed,tc.mg_100mgsed,d13c.permil,d15n.permil,fch,ssn,log.uq,log.qmx,log.ptm,log.ptmx,log.sed.mg_l,log.slc.mg_l,log.alk.mg_l,log.don.mg_l,log.ptn.mg_l,log.nhn.mg_l,log.utn.mg_l,log.tdn.mg_l,log.doc.mg_l,oc.mg_l,n.mg_l,ws.f,logt,cdt,sdt
ms,9_1971_ 48A,F,46,9,1971,25937,96,0.229761905,4.825,1.622,0.054,96.91860763,6.968714286,5.442,NA,NA,NA,NA, 48A,14.17,7.2,NA,14.79,1.74,NA,0.11,0.08,NA,0.08,0.08,NA,NA,NA,2.14,0.04,3.19,1.92,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/4/1971,Winter,2.651127054,0.483659956,NA,NA,0.553885113,NA,2.693951277,-2.525728644,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,-0.081676395,0.996658902
ms,9_1971_ 49A,F,47,9,1971,25951,110,0.701071429,9.815,3.079,0.107,103.6935,21.26135714,11.069,NA,NA,NA,NA, 49A,27.49,7.2,NA,15.12,1.55,NA,0.11,0.08,NA,0.08,0.08,NA,NA,NA,1.75,0.05,3.25,1.87,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/18/1971,Winter,3.313822302,1.124604869,NA,NA,0.438254931,NA,2.716018371,-2.525728644,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,-0.317191289,0.94836158
ms,9_1971_ 50A,F,48,9,1971,25976,135,0.35868,8.967,1.531,0.096,81.24250043,10.88008,10.119,NA,NA,NA,NA, 50A,26.28,7.4,NA,16.25,0.89,NA,0.11,0.05,NA,0.05,0.05,NA,NA,NA,2.3,0.02,3.95,1.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/12/1971,Winter,3.268808194,0.425921117,NA,NA,-0.116533816,NA,2.788092909,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,-0.683919422,0.729557554
ms,9_1971_ 51A,F,49,9,1971,26001,160,0.20084,5.021,0.43,0.109,30.98479863,6.09316,5.665,NA,NA,NA,NA, 51A,14.28,7.3,NA,15.42,1.09,NA,0.11,0.04,NA,0.04,0.04,NA,NA,NA,2.4,0.02,3.6,1.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/1971,Winter,2.658859957,-0.84397007,NA,NA,0.086177696,NA,2.735665368,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,-0.925924777,0.377707965
ms,9_1971_ 52A,F,50,9,1971,26021,180,0.4737,9.474,1.454,0.253,38.40409468,14.371,10.687,NA,NA,NA,NA, 52A,26.98,7.3,NA,16.96,1.07,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,2.55,0.05,3.4,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/29/1971,Spring,3.295095851,0.374318379,NA,NA,0.067658648,NA,2.83085763,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.999074115,0.043022233
ms,9_1971_ 53A,F,51,9,1971,26042,201,0.13952381,2.93,0.417,0.068,52.19726868,4.231809524,3.304,NA,NA,NA,NA, 53A,8.74,7.5,NA,18.5,1.06,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,2.6,0.02,3,1.15,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/1971,Spring,2.16791019,-0.874669057,NA,NA,0.058268908,NA,2.917770732,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.949717843,-0.313107041
ms,9_1971_ 54A,F,52,9,1971,26063,222,0.045857143,0.963,0.082,0.019,38.66205524,1.387904762,1.083,NA,NA,NA,NA, 54A,2.83,7.4,NA,20.58,0.93,NA,0.11,0.04,NA,0.04,0.04,NA,NA,NA,2.55,0.09,4.4,1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/1971,Spring,1.040276712,-2.501036032,NA,NA,-0.072570693,NA,3.02431973,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,-0.777597147,-0.628762815
ms,9_1971_ 55A,F,53,9,1971,26085,244,0.024863636,0.547,0.092,0.018,49.05940645,0.753409091,0.616,NA,NA,NA,NA, 55A,1.54,7.3,NA,20.79,1.04,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,2.75,0.09,4.6,1.45,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/1971,Spring,0.431782416,-2.385966702,NA,NA,0.039220713,NA,3.034472102,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.490028666,-0.871706319
ms,9_1971_ 56A,G,54,9,1971,26105,264,0.01415,0.283,0.021,0.01,19.76073471,0.42775,0.32,NA,NA,NA,NA, 56A,0.84,7.5,NA,24.71,1.29,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,3,0.09,4.8,1.68,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/1971,Summer,-0.174353387,-3.863232841,NA,NA,0.254642218,NA,3.20720802,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.167051626,-0.98594815
ms,9_1971_ 57A,G,55,9,1971,26126,285,0.014380952,0.302,0.129,0.009,85.40466267,0.437571429,0.342,NA,NA,NA,NA, 57A,0.87,7.4,77.8,25.5,0.1,NA,0.11,0.06,NA,0.06,0.06,NA,NA,0.002,2.3,0.1,6.3,1.87,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/12/1971,Summer,-0.139262067,-2.047942875,NA,NA,-2.302585093,NA,3.238678452,-2.813410717,NA,NA,0.104360015,0.058268908,NA,NA,NA,Old-growth,pre-log,0.192451582,-0.98130647
ms,9_1971_ 58A,G,56,9,1971,26149,308,0.005826087,0.134,0.009,0.004,24.630977,0.17726087,0.152,NA,NA,NA,NA, 58A,0.39,7.4,66.6,30.71,0.1,NA,0.11,0.07,NA,0.07,0.07,NA,NA,0.002,2.05,0.05,4.9,1.52,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/4/1971,Summer,-0.94160854,-4.710530702,NA,NA,-2.302585093,NA,3.424588334,-2.659260037,NA,NA,0.104360015,0.067658648,NA,NA,NA,Old-growth,pre-log,0.556017437,-0.831170626
ms,9_1971_ 59A,G,57,9,1971,26168,327,0.002736842,0.052,0.009,0.001,23.87336468,0.082315789,0.059,NA,NA,NA,NA, 59A,0.15,7.6,74,27.71,0.1,NA,0.11,0.03,NA,0.03,0.03,NA,NA,0.003,2.2,0.15,6,1.57,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/23/1971,Summer,-1.897119985,-4.710530702,NA,NA,-2.302585093,NA,3.321793359,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,0.793571609,-0.60847687
ms,9_1971_ 60A,G,58,9,1971,26189,348,0.007095238,0.149,0.082,0.002,112.4786964,0.214,0.167,NA,NA,NA,NA, 60A,0.42,7.8,52.6,27.66,0.1,NA,0.11,0.04,NA,0.04,0.04,NA,NA,0.004,3.5,0.05,6,1.75,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/13/1971,Summer,-0.867500568,-2.501036032,NA,NA,-2.302585093,NA,3.319987326,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,0.957485188,-0.288482433
ms,9_1972_ 62A,F,59,9,1972,26210,4,0.011333333,0.238,0.227,0.002,162.3225675,0.34452381,0.268,NA,NA,NA,NA, 62A,0.68,6.9,50,23.37,0.23,NA,0.11,0.09,NA,0.09,0.09,NA,NA,0.001,2.8,0.1,6.55,1.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/1971,Fall,-0.385662481,-1.482805262,NA,NA,-1.46967597,NA,3.151453149,-2.407945609,NA,NA,0.104360015,0.086177696,NA,NA,NA,Old-growth,pre-log,0.997630305,0.068802427
ms,9_1972_ 63A,F,60,9,1972,26232,26,0.012727273,0.28,0.22,0.002,165.0655846,0.386454545,0.317,NA,NA,NA,NA, 63A,0.74,7.1,52.6,20.04,2.74,NA,0.11,0.08,NA,0.07,0.07,NA,NA,0.005,2.7,0.1,5.35,1.38,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/26/1971,Fall,-0.301105093,-1.514127733,NA,NA,1.00795792,NA,2.997730276,-2.659260037,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,0.901501684,0.432775593
ms,9_1972_ 64A,F,61,9,1972,26252,46,0.0992,1.984,0.971,0.01,113.4945782,3.00675,2.236,NA,NA,NA,NA, 64A,5.64,6.9,43.5,17,2.2,NA,0.11,0.08,NA,0.08,0.08,NA,NA,NA,2.2,0.1,2.9,1.2,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/15/1971,Fall,1.729884066,-0.029428811,NA,NA,0.78845736,NA,2.833213344,-2.525728644,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,0.702527474,0.711656622
ms,9_1972_ 65A,F,62,9,1972,26263,57,0.237818182,2.616,2.785,0.011,243.9092969,7.212181818,2.95,NA,NA,NA,NA, 65A,6.43,7,NA,15.08,3.14,NA,0.11,0.08,NA,0.08,0.08,NA,NA,0.002,1.8,0.1,4.15,0.87,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/26/1971,Fall,1.860974538,1.024247873,NA,NA,1.1442228,NA,2.713369363,-2.525728644,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,0.556017437,0.831170626
ms,9_1972_ 66A,F,63,9,1972,26269,63,0.502166667,3.013,1.002,0.137,59.10989679,15.23333333,3.399,NA,NA,NA,NA, 66A,9.57,7.1,NA,14.58,0.78,NA,0.11,0.07,NA,0.07,0.07,NA,NA,0.002,1.9,0.1,3.81,0.86,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/1971,Fall,2.258633205,0.001998003,NA,NA,-0.248461359,NA,2.679650727,-2.659260037,NA,NA,0.104360015,0.067658648,NA,NA,NA,Old-growth,pre-log,0.467359217,0.88406751
ms,9_1972_ 67A,F,64,9,1972,26274,68,0.8352,4.176,2.951,0.131,82.15762878,25.34,4.712,NA,NA,NA,NA, 67A,11.85,7.2,NA,13.62,3.2,NA,0.11,0.05,NA,0.05,0.05,NA,NA,0.002,1.85,0.11,4.05,0.85,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/7/1971,Fall,2.472327868,1.082144096,NA,NA,1.16315081,NA,2.611539301,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,0.38963045,0.920971288
ms,9_1972_ 68A,F,65,9,1972,26287,81,0.540384615,7.025,3.993,0.219,70.57947177,16.39330769,7.926,NA,NA,NA,NA, 68A,20.17,7.1,NA,13.75,3.02,NA,0.11,0.05,NA,0.05,0.05,NA,NA,NA,1.91,0.15,3.05,0.85,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/1971,Winter,3.004196352,1.384542828,NA,NA,1.105256831,NA,2.621038824,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,0.17553149,0.984473817
ms,9_1972_ 69A,F,66,9,1972,26309,103,0.315636364,6.944,3.569,0.092,163.3107238,9.574045455,7.834,NA,NA,NA,NA, 69A,15.45,7.2,NA,14.87,1.74,NA,0.11,0.01,NA,0.01,0.01,NA,NA,NA,1.9,0.14,3.15,0.95,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/1972,Winter,2.737609003,1.272285445,NA,NA,0.553885113,NA,2.69934576,-4.605170186,NA,NA,0.104360015,0.009950331,NA,NA,NA,Old-growth,pre-log,-0.200890555,0.979613692
ms,9_1972_ 70A,F,67,9,1972,26318,112,0.901666667,8.115,2.832,0.21,73.36602661,27.35222222,9.155,NA,NA,NA,NA, 70A,25.46,7.1,NA,13.54,8.37,NA,0.11,0.05,NA,0.05,0.05,NA,NA,0.001,1.8,0.02,3.2,0.87,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/20/1972,Winter,3.237108593,1.040983176,NA,NA,2.124653885,NA,2.605648267,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,-0.349647455,0.936881346
ms,9_1972_ 71A,F,68,9,1972,26329,123,0.581,6.391,3.358,0.159,107.2456288,17.62581818,7.211,NA,NA,NA,NA, 71A,20.67,7.1,NA,13.62,2.69,NA,0.11,0.07,NA,0.07,0.07,NA,NA,0.003,2,0.05,3.05,0.89,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/31/1972,Winter,3.028683374,1.211345559,NA,NA,0.989541194,NA,2.611539301,-2.659260037,NA,NA,0.104360015,0.067658648,NA,NA,NA,Old-growth,pre-log,-0.519743812,0.85432217
ms,9_1972_ 72A,F,69,9,1972,26346,140,0.275647059,4.686,1.409,0.079,92.43754673,8.363058824,5.289,NA,NA,NA,NA, 72A,12.56,7.1,NA,15.42,0.88,NA,0.11,0.04,NA,0.04,0.04,NA,NA,0.002,1.72,0.05,3.1,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/17/1972,Winter,2.530517161,0.342880233,NA,NA,-0.127833372,NA,2.735665368,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,-0.74410394,0.668063864
ms,9_1972_ 73A,P,70,9,1972,26365,159,0.656052632,12.465,3.644,0.181,93.7629445,19.89668421,14.059,NA,NA,NA,NA, 73A,36.33,7.1,NA,14.25,5.27,NA,0.11,0.04,NA,0.04,0.04,NA,NA,NA,1.9,0.08,3.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/7/1972,Winter,3.592643846,1.293081979,NA,NA,1.662030363,NA,2.656756907,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,-0.91928597,0.393590277
ms,9_1972_ 74A,F,71,9,1972,26389,183,0.221791667,5.323,0.813,0.082,69.21830029,6.727333333,6.003,NA,NA,NA,NA, 74A,15.6,7.2,NA,17.83,0.91,NA,0.11,0.09,NA,0.09,0.08,NA,0.014,NA,2.18,0.02,3.3,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/31/1972,Spring,2.747270914,-0.207024169,NA,NA,-0.094310679,NA,2.880882432,-2.525728644,NA,-4.268697949,0.104360015,0.086177696,NA,NA,NA,Old-growth,pre-log,-0.999962959,-0.008606997
ms,9_1972_ 75A,F,72,9,1972,26407,201,0.135888889,2.446,0.366,0.064,44.31207874,4.122944444,2.76,NA,NA,NA,NA, 75A,7.01,7.5,NA,17.83,0.62,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,2.25,0.05,3.3,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/18/1972,Spring,1.947337701,-1.005121946,NA,NA,-0.478035801,NA,2.880882432,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.949717843,-0.313107041
ms,9_1972_ 76A,F,73,9,1972,26427,221,0.08645,1.729,0.229,0.044,42.46392831,2.6224,1.949,NA,NA,NA,NA, 76A,5.02,7.3,NA,17.46,0.32,NA,0.11,0.01,NA,0.01,0.01,NA,NA,NA,2.25,0.05,3.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/1972,Spring,1.613429934,-1.474033275,NA,NA,-1.139434283,NA,2.85991255,-4.605170186,NA,NA,0.104360015,0.009950331,NA,NA,NA,Old-growth,pre-log,-0.788305056,-0.6152846
ms,9_1972_ 77A,F,74,9,1972,26449,243,0.055227273,1.215,0.197,0.024,61.51794815,1.677136364,1.371,NA,NA,NA,NA, 77A,3.5,7.3,NA,19.37,0.26,NA,0.11,0.13,NA,0.13,0.13,NA,0.004,NA,2.3,0.05,3.7,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/30/1972,Spring,1.252762968,-1.62455155,NA,NA,-1.347073648,NA,2.963725477,-2.040220829,NA,-5.521460918,0.104360015,0.122217633,NA,NA,NA,Old-growth,pre-log,-0.504961055,-0.863142128
ms,9_1972_ 78A,G,75,9,1972,26469,263,0.0199,0.398,0.035,0.01,22.10935055,0.60315,0.448,NA,NA,NA,NA, 78A,1.16,7.6,NA,23.75,0.2,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,3.75,0.12,4.9,1.94,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/19/1972,Summer,0.148420005,-3.352407217,NA,NA,-1.609437912,NA,3.16758253,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.183998352,-0.982926552
ms,9_1972_ 79A,G,76,9,1972,26490,284,0.009761905,0.205,0.014,0.005,21.21867114,0.293761905,0.231,NA,NA,NA,NA, 79A,0.58,7.5,NA,26,0.35,NA,0.11,0.04,NA,0.04,0.04,NA,NA,NA,3.9,0.1,4.95,1.48,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/1972,Summer,-0.544727175,-4.268697949,NA,NA,-1.049822124,NA,3.258096538,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,0.17553149,-0.984473817
ms,9_1972_ 80A,G,77,9,1972,26511,305,0.005761905,0.121,0.01,0.003,35.52757894,0.174285714,0.136,NA,NA,NA,NA, 80A,0.36,7.6,NA,26.58,0.17,NA,0.11,0.06,NA,0.06,0.06,NA,NA,NA,4.15,0.15,5.15,1.48,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/1972,Summer,-1.021651248,-4.605170186,NA,NA,-1.771956842,NA,3.280159053,-2.813410717,NA,NA,0.104360015,0.058268908,NA,NA,NA,Old-growth,pre-log,0.512371412,-0.858763958
ms,9_1972_ 81A,G,78,9,1972,26526,320,0.003,0.045,0.003,0.003,NA,0.1042,0.06,NA,NA,NA,NA, 81A,0.15,7.5,NA,28.79,0.1,NA,0.11,0.04,NA,0.04,0.04,NA,NA,0.002,4.1,0.05,5.3,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/1972,Summer,-1.897119985,-5.80914299,NA,NA,-2.302585093,NA,3.360028105,-3.218875825,NA,NA,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,0.714673386,-0.699458327
ms,9_1972_ 82A,G,79,9,1972,26547,341,0.002761905,0.058,0.003,0.002,15.80198516,0.087190476,0.069,NA,NA,NA,NA, 82A,0.17,7.4,NA,29.46,1.1,NA,0.11,0.05,NA,0.05,0.05,NA,NA,NA,4.2,0.1,6,1.77,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/1972,Summer,-1.771956842,-5.80914299,NA,NA,0.09531018,NA,3.383033411,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,0.915864288,-0.401487989
ms,9_1972_ 83A,G,80,9,1972,26568,362,0.003,0.063,0.004,0.002,31.6227766,0.09247619,0.073,NA,NA,NA,NA, 83A,0.18,7.4,NA,22.25,0.05,NA,0.11,0.05,NA,0.05,0.05,NA,NA,NA,3.65,0.02,4.6,1.35,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/26/1972,Fall,-1.714798428,-5.521460918,NA,NA,-2.995732274,NA,3.102342009,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,0.998666816,-0.051619667
ms,9_1973_ 85A,G,81,9,1973,26592,20,0.004041667,0.097,0.027,0.003,35.35346021,0.122333333,0.108,NA,NA,NA,NA, 85A,0.28,7.7,NA,21.58,0.15,NA,0.11,0.06,NA,0.05,0.05,NA,NA,0.005,3.3,0.1,2.05,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/20/1972,Fall,-1.272965676,-3.611918413,NA,NA,-1.897119985,NA,3.07176696,-2.995732274,NA,NA,0.104360015,0.058268908,NA,NA,NA,Old-growth,pre-log,0.941317318,0.3375229
ms,9_1973_ 86A,F,82,9,1973,26616,44,0.042583333,1.022,0.283,0.003,112.6731729,1.294291667,1.155,NA,NA,NA,NA, 86A,2.93,7.6,NA,21.58,1.17,NA,0.11,0.08,NA,0.07,0.07,NA,NA,0.005,2.8,0.1,2.3,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/13/1972,Fall,1.075002423,-1.262308381,NA,NA,0.157003749,NA,3.07176696,-2.659260037,NA,NA,0.104360015,0.076961041,NA,NA,NA,Old-growth,pre-log,0.726607525,0.687052767
ms,9_1973_ 87A,F,83,9,1973,26630,58,0.017642857,0.247,0.106,0.005,96.97258339,0.533357143,0.278,NA,NA,NA,NA, 87A,0.69,7.4,NA,20.79,1.58,NA,0.11,0.06,NA,0.06,0.06,NA,NA,0.002,2.6,0.1,1.6,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/27/1972,Fall,-0.371063681,-2.244316185,NA,NA,0.457424847,NA,3.034472102,-2.813410717,NA,NA,0.104360015,0.058268908,NA,NA,NA,Old-growth,pre-log,0.541627821,0.840618406
ms,9_1973_ 88A,F,84,9,1973,26646,74,0.0161875,0.259,0.05,0.005,47.22098748,0.492,0.292,NA,NA,NA,NA, 88A,0.76,7.4,NA,18.42,3.41,NA,0.11,0.07,NA,0.07,0.07,NA,NA,0.002,2.4,0.4,1.8,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/1972,Fall,-0.274436846,-2.995732274,NA,NA,1.226712291,NA,2.913437031,-2.659260037,NA,NA,0.104360015,0.067658648,NA,NA,NA,Old-growth,pre-log,0.292600336,0.956234827
ms,9_1973_ 89A,F,85,9,1973,26666,94,0.31805,6.361,1.177,0.003,75.77884802,9.6476,7.179,NA,NA,NA,NA, 89A,18.08,7,NA,14.79,1.42,NA,0.11,0.05,NA,0.05,0.05,NA,NA,NA,2,0.15,1.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/2/1973,Winter,2.894806355,0.162968828,NA,NA,0.350656872,NA,2.693951277,-2.995732274,NA,NA,0.104360015,0.048790164,NA,NA,NA,Old-growth,pre-log,-0.047321388,0.998879716
ms,9_1973_ 90A,F,86,9,1973,26687,115,0.232952381,4.892,1.558,0.058,106.5670039,7.064428571,5.518,NA,NA,NA,NA, 90A,13.94,7.3,NA,14.54,0.73,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,1.75,0.1,3.2,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/23/1973,Winter,2.634762405,0.443402947,NA,NA,-0.314710745,NA,2.676903472,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.397542814,0.917583626
ms,9_1973_ 91A,F,87,9,1973,26708,136,0.113809524,2.39,0.235,0.07,26.95301881,3.451047619,2.694,NA,NA,NA,NA, 91A,6.95,7.2,NA,15.25,0.29,NA,0.11,0.03,NA,0.03,0.03,NA,NA,0.002,1.36,0.1,2.52,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/13/1973,Winter,1.93874166,-1.448169765,NA,NA,-1.237874356,NA,2.724579503,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.696376226,0.717676914
ms,9_1973_ 92A,F,88,9,1973,26728,156,0.07365,1.473,0.27,0.039,60.0114678,2.23065,1.658,NA,NA,NA,NA, 92A,4.23,7.1,NA,17.58,0.45,NA,0.11,0.02,NA,0.02,0.02,NA,NA,0.003,1.5,0.11,3.41,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/5/1973,Winter,1.442201993,-1.30933332,NA,NA,-0.798507696,NA,2.866761892,-3.912023005,NA,NA,0.104360015,0.019802627,NA,NA,NA,Old-growth,pre-log,-0.897743394,0.440518784
ms,9_1973_ 93A,F,89,9,1973,26758,186,0.083833333,2.515,0.295,0.042,42.25133956,2.544633333,2.838,NA,NA,NA,NA, 93A,7.23,7.3,NA,18.17,0.31,NA,0.11,0.06,NA,0.06,0.06,NA,NA,NA,0.89,0.08,2.72,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/4/1973,Spring,1.978239036,-1.220779923,NA,NA,-1.171182982,NA,2.899771882,-2.813410717,NA,NA,0.104360015,0.058268908,NA,NA,NA,Old-growth,pre-log,-0.998185535,-0.060213277
ms,9_1973_ 94A,F,90,9,1973,26772,200,0.054142857,0.758,0.434,0.028,99.17378232,1.640142857,0.855,NA,NA,NA,NA, 94A,1.71,7.5,NA,19.87,0.69,NA,0.11,0.03,NA,0.02,0.02,NA,NA,0.005,3.8,0.4,4.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/18/1973,Spring,0.536493371,-0.834710745,NA,NA,-0.371063681,NA,2.989211057,-3.912023005,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.954966755,-0.296712819
ms,9_1973_ 95A,F,91,9,1973,26786,214,0.046928571,0.657,0.424,0.024,61.46145223,1.425071429,0.742,NA,NA,NA,NA, 95A,2.39,7.2,NA,18.17,0.37,NA,0.11,0.04,NA,0.04,0.04,NA,0.004,0.003,1.56,0.1,3.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/2/1973,Spring,0.871293366,-0.858021824,NA,NA,-0.994252273,NA,2.899771882,-3.218875825,NA,-5.521460918,0.104360015,0.039220713,NA,NA,NA,Old-growth,pre-log,-0.856550996,-0.516062391
ms,9_1973_ 96A,G,92,9,1973,26802,230,0.01975,0.316,0.036,0.013,22.60595531,0.600625,0.358,NA,NA,NA,NA, 96A,0.92,7.2,NA,23.25,1.87,NA,0.11,0.03,NA,0.03,0.03,NA,NA,NA,1.96,0.19,5.01,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/1973,Spring,-0.083381609,-3.324236341,NA,NA,0.625938431,NA,3.146305132,-3.506557897,NA,NA,0.104360015,0.029558802,NA,NA,NA,Old-growth,pre-log,-0.683919422,-0.729557554
