"","site","elev","date","p_mm_day","elev_c"
"538","CS2MET",260,1959-03-22,4.1,"Low"
"539","CS2MET",260,1959-03-23,8.1,"Low"
"540","CS2MET",260,1959-03-24,1.3,"Low"
"541","CS2MET",260,1959-03-25,30,"Low"
"542","CS2MET",260,1959-03-26,13.7,"Low"
"543","CS2MET",260,1959-03-27,3.8,"Low"
"544","CS2MET",260,1959-03-28,16.8,"Low"
"545","CS2MET",260,1959-03-29,27.9,"Low"
"546","CS2MET",260,1959-03-30,20.3,"Low"
"547","CS2MET",260,1959-03-31,20.3,"Low"
"548","CS2MET",260,1959-04-01,7.1,"Low"
"549","CS2MET",260,1959-04-02,1.3,"Low"
"550","CS2MET",260,1959-04-03,0,"Low"
"551","CS2MET",260,1959-04-04,0,"Low"
"552","CS2MET",260,1959-04-05,0,"Low"
"553","CS2MET",260,1959-04-06,0,"Low"
"554","CS2MET",260,1959-04-07,0,"Low"
"555","CS2MET",260,1959-04-08,0,"Low"
"556","CS2MET",260,1959-04-09,0,"Low"
"557","CS2MET",260,1959-04-10,0,"Low"
"558","CS2MET",260,1959-04-11,0,"Low"
"559","CS2MET",260,1959-04-12,0,"Low"
"560","CS2MET",260,1959-04-13,0,"Low"
"561","CS2MET",260,1959-04-14,4.1,"Low"
"562","CS2MET",260,1959-04-15,0.5,"Low"
"563","CS2MET",260,1959-04-16,1.5,"Low"
"564","CS2MET",260,1959-04-17,1.3,"Low"
"565","CS2MET",260,1959-04-18,0.3,"Low"
"566","CS2MET",260,1959-04-19,0,"Low"
"567","CS2MET",260,1959-04-20,0,"Low"
"568","CS2MET",260,1959-04-21,0,"Low"
"569","CS2MET",260,1959-04-22,0,"Low"
"570","CS2MET",260,1959-04-23,0,"Low"
"571","CS2MET",260,1959-04-24,0,"Low"
"572","CS2MET",260,1959-04-25,5.6,"Low"
"573","CS2MET",260,1959-04-26,21.8,"Low"
"574","CS2MET",260,1959-04-27,26.9,"Low"
"575","CS2MET",260,1959-04-28,6.6,"Low"
"576","CS2MET",260,1959-04-29,0,"Low"
"577","CS2MET",260,1959-04-30,18.3,"Low"
"578","CS2MET",260,1959-05-01,8.9,"Low"
"579","CS2MET",260,1959-05-02,6.4,"Low"
"580","CS2MET",260,1959-05-03,0.8,"Low"
"581","CS2MET",260,1959-05-04,10.9,"Low"
"582","CS2MET",260,1959-05-05,41.1,"Low"
"583","CS2MET",260,1959-05-06,1.5,"Low"
"584","CS2MET",260,1959-05-07,0,"Low"
"585","CS2MET",260,1959-05-08,5.8,"Low"
"586","CS2MET",260,1959-05-09,3.8,"Low"
"587","CS2MET",260,1959-05-10,0,"Low"
"588","CS2MET",260,1959-05-11,0,"Low"
"589","CS2MET",260,1959-05-12,0,"Low"
"590","CS2MET",260,1959-05-13,0,"Low"
"591","CS2MET",260,1959-05-14,12.2,"Low"
"592","CS2MET",260,1959-05-15,3,"Low"
"593","CS2MET",260,1959-05-16,1.5,"Low"
"594","CS2MET",260,1959-05-17,13.2,"Low"
"595","CS2MET",260,1959-05-18,11.4,"Low"
"596","CS2MET",260,1959-05-19,0,"Low"
"597","CS2MET",260,1959-05-20,0,"Low"
"598","CS2MET",260,1959-05-21,0,"Low"
"599","CS2MET",260,1959-05-22,0,"Low"
"600","CS2MET",260,1959-05-23,0,"Low"
"601","CS2MET",260,1959-05-24,0,"Low"
"602","CS2MET",260,1959-05-25,6.4,"Low"
"603","CS2MET",260,1959-05-26,6.1,"Low"
"604","CS2MET",260,1959-05-27,4.3,"Low"
"605","CS2MET",260,1959-05-28,0,"Low"
"606","CS2MET",260,1959-05-29,0,"Low"
"607","CS2MET",260,1959-05-30,0,"Low"
"608","CS2MET",260,1959-05-31,0,"Low"
"609","CS2MET",260,1959-06-01,0,"Low"
"610","CS2MET",260,1959-06-02,0,"Low"
"611","CS2MET",260,1959-06-03,0,"Low"
"612","CS2MET",260,1959-06-04,14.5,"Low"
"613","CS2MET",260,1959-06-05,12.2,"Low"
"614","CS2MET",260,1959-06-06,0,"Low"
"615","CS2MET",260,1959-06-07,0,"Low"
"616","CS2MET",260,1959-06-08,4.6,"Low"
"617","CS2MET",260,1959-06-09,21.8,"Low"
"618","CS2MET",260,1959-06-10,0.8,"Low"
"619","CS2MET",260,1959-06-11,0,"Low"
"620","CS2MET",260,1959-06-12,0,"Low"
"621","CS2MET",260,1959-06-13,0,"Low"
"622","CS2MET",260,1959-06-14,0,"Low"
"623","CS2MET",260,1959-06-15,0,"Low"
"624","CS2MET",260,1959-06-16,9.7,"Low"
"625","CS2MET",260,1959-06-17,0,"Low"
"626","CS2MET",260,1959-06-18,0,"Low"
"627","CS2MET",260,1959-06-19,0,"Low"
"628","CS2MET",260,1959-06-20,0,"Low"
"629","CS2MET",260,1959-06-21,0,"Low"
"630","CS2MET",260,1959-06-22,0,"Low"
"631","CS2MET",260,1959-06-23,0,"Low"
"632","CS2MET",260,1959-06-24,0,"Low"
"633","CS2MET",260,1959-06-25,0.5,"Low"
"634","CS2MET",260,1959-06-26,1.5,"Low"
"635","CS2MET",260,1959-06-27,0,"Low"
"636","CS2MET",260,1959-06-28,2,"Low"
"637","CS2MET",260,1959-06-29,0,"Low"
"638","CS2MET",260,1959-06-30,0,"Low"
"639","CS2MET",260,1959-07-01,0,"Low"
"640","CS2MET",260,1959-07-02,0,"Low"
"641","CS2MET",260,1959-07-03,0,"Low"
"642","CS2MET",260,1959-07-04,0,"Low"
"643","CS2MET",260,1959-07-05,6.1,"Low"
"644","CS2MET",260,1959-07-06,4.3,"Low"
"645","CS2MET",260,1959-07-07,4.3,"Low"
"646","CS2MET",260,1959-07-08,0,"Low"
"647","CS2MET",260,1959-07-09,0,"Low"
"648","CS2MET",260,1959-07-10,0,"Low"
"649","CS2MET",260,1959-07-11,0,"Low"
"650","CS2MET",260,1959-07-12,0,"Low"
"651","CS2MET",260,1959-07-13,0,"Low"
"652","CS2MET",260,1959-07-14,0,"Low"
"653","CS2MET",260,1959-07-15,0,"Low"
"654","CS2MET",260,1959-07-16,0,"Low"
"655","CS2MET",260,1959-07-17,0,"Low"
"656","CS2MET",260,1959-07-18,0,"Low"
"657","CS2MET",260,1959-07-19,0,"Low"
"658","CS2MET",260,1959-07-20,0,"Low"
"659","CS2MET",260,1959-07-21,0,"Low"
"660","CS2MET",260,1959-07-22,0,"Low"
"661","CS2MET",260,1959-07-23,0.8,"Low"
"662","CS2MET",260,1959-07-24,0,"Low"
"663","CS2MET",260,1959-07-25,0,"Low"
"664","CS2MET",260,1959-07-26,0,"Low"
"665","CS2MET",260,1959-07-27,0,"Low"
"666","CS2MET",260,1959-07-28,0,"Low"
"667","CS2MET",260,1959-07-29,0,"Low"
"668","CS2MET",260,1959-07-30,0,"Low"
"669","CS2MET",260,1959-07-31,0,"Low"
"670","CS2MET",260,1959-08-01,0,"Low"
"671","CS2MET",260,1959-08-02,0,"Low"
"672","CS2MET",260,1959-08-03,0,"Low"
"673","CS2MET",260,1959-08-04,0,"Low"
"674","CS2MET",260,1959-08-05,0,"Low"
"675","CS2MET",260,1959-08-06,0,"Low"
"676","CS2MET",260,1959-08-07,0,"Low"
"677","CS2MET",260,1959-08-08,0,"Low"
"678","CS2MET",260,1959-08-09,0,"Low"
"679","CS2MET",260,1959-08-10,0,"Low"
"680","CS2MET",260,1959-08-11,0,"Low"
"681","CS2MET",260,1959-08-12,0,"Low"
"682","CS2MET",260,1959-08-13,0,"Low"
"683","CS2MET",260,1959-08-14,0,"Low"
"684","CS2MET",260,1959-08-15,0,"Low"
"685","CS2MET",260,1959-08-16,0,"Low"
"686","CS2MET",260,1959-08-17,0,"Low"
"687","CS2MET",260,1959-08-18,0,"Low"
"688","CS2MET",260,1959-08-19,0,"Low"
"689","CS2MET",260,1959-08-20,0,"Low"
"690","CS2MET",260,1959-08-21,0,"Low"
"691","CS2MET",260,1959-08-22,0,"Low"
"692","CS2MET",260,1959-08-23,0,"Low"
"693","CS2MET",260,1959-08-24,0,"Low"
"694","CS2MET",260,1959-08-25,0,"Low"
"695","CS2MET",260,1959-08-26,0,"Low"
"696","CS2MET",260,1959-08-27,0,"Low"
"697","CS2MET",260,1959-08-28,0,"Low"
"698","CS2MET",260,1959-08-29,0,"Low"
"699","CS2MET",260,1959-08-30,0,"Low"
"700","CS2MET",260,1959-08-31,0,"Low"
"701","CS2MET",260,1959-09-01,0,"Low"
"702","CS2MET",260,1959-09-02,0,"Low"
"703","CS2MET",260,1959-09-03,0,"Low"
"704","CS2MET",260,1959-09-04,19.3,"Low"
"705","CS2MET",260,1959-09-05,27.9,"Low"
"706","CS2MET",260,1959-09-06,11.9,"Low"
"707","CS2MET",260,1959-09-07,1.5,"Low"
"708","CS2MET",260,1959-09-08,0,"Low"
"709","CS2MET",260,1959-09-09,0,"Low"
"710","CS2MET",260,1959-09-10,5.3,"Low"
"711","CS2MET",260,1959-09-11,0,"Low"
"712","CS2MET",260,1959-09-12,0,"Low"
"713","CS2MET",260,1959-09-13,0,"Low"
"714","CS2MET",260,1959-09-14,0,"Low"
"715","CS2MET",260,1959-09-15,3,"Low"
"716","CS2MET",260,1959-09-16,0.3,"Low"
"717","CS2MET",260,1959-09-17,11.9,"Low"
"718","CS2MET",260,1959-09-18,7.6,"Low"
"719","CS2MET",260,1959-09-19,18.5,"Low"
"720","CS2MET",260,1959-09-20,40.6,"Low"
"721","CS2MET",260,1959-09-21,0.8,"Low"
"722","CS2MET",260,1959-09-22,0,"Low"
"723","CS2MET",260,1959-09-23,0,"Low"
"724","CS2MET",260,1959-09-24,1.5,"Low"
"725","CS2MET",260,1959-09-25,19.3,"Low"
"726","CS2MET",260,1959-09-26,48.3,"Low"
"727","CS2MET",260,1959-09-27,6.4,"Low"
"728","CS2MET",260,1959-09-28,2.5,"Low"
"729","CS2MET",260,1959-09-29,0,"Low"
"730","CS2MET",260,1959-09-30,0,"Low"
"731","CS2MET",260,1959-10-01,0,"Low"
"732","CS2MET",260,1959-10-02,0,"Low"
"733","CS2MET",260,1959-10-03,0,"Low"
"734","CS2MET",260,1959-10-04,0,"Low"
"735","CS2MET",260,1959-10-05,0,"Low"
"736","CS2MET",260,1959-10-06,8.6,"Low"
"737","CS2MET",260,1959-10-07,35.6,"Low"
"738","CS2MET",260,1959-10-08,56.9,"Low"
"739","CS2MET",260,1959-10-09,8.6,"Low"
"740","CS2MET",260,1959-10-10,16.8,"Low"
"741","CS2MET",260,1959-10-11,19.8,"Low"
"742","CS2MET",260,1959-10-12,0,"Low"
"743","CS2MET",260,1959-10-13,0,"Low"
"744","CS2MET",260,1959-10-14,0,"Low"
"745","CS2MET",260,1959-10-15,0,"Low"
"746","CS2MET",260,1959-10-16,0,"Low"
"747","CS2MET",260,1959-10-17,0,"Low"
"748","CS2MET",260,1959-10-18,0,"Low"
"749","CS2MET",260,1959-10-19,14.2,"Low"
"750","CS2MET",260,1959-10-20,7.1,"Low"
"751","CS2MET",260,1959-10-21,39.4,"Low"
"752","CS2MET",260,1959-10-22,22.1,"Low"
"753","CS2MET",260,1959-10-23,0,"Low"
"754","CS2MET",260,1959-10-24,1.3,"Low"
"755","CS2MET",260,1959-10-25,0,"Low"
"756","CS2MET",260,1959-10-26,0,"Low"
"757","CS2MET",260,1959-10-27,1.8,"Low"
"758","CS2MET",260,1959-10-28,3.6,"Low"
"759","CS2MET",260,1959-10-29,0.8,"Low"
"760","CS2MET",260,1959-10-30,0.5,"Low"
"761","CS2MET",260,1959-10-31,0,"Low"
"762","CS2MET",260,1959-11-01,0,"Low"
"763","CS2MET",260,1959-11-02,0,"Low"
"764","CS2MET",260,1959-11-03,30.5,"Low"
"765","CS2MET",260,1959-11-04,1,"Low"
"766","CS2MET",260,1959-11-05,0,"Low"
"767","CS2MET",260,1959-11-06,0,"Low"
"768","CS2MET",260,1959-11-07,0,"Low"
"769","CS2MET",260,1959-11-08,0,"Low"
"770","CS2MET",260,1959-11-09,0,"Low"
"771","CS2MET",260,1959-11-10,0,"Low"
"772","CS2MET",260,1959-11-11,0,"Low"
"773","CS2MET",260,1959-11-12,0,"Low"
"774","CS2MET",260,1959-11-13,0,"Low"
"775","CS2MET",260,1959-11-14,0,"Low"
"776","CS2MET",260,1959-11-15,5.1,"Low"
"777","CS2MET",260,1959-11-16,0,"Low"
"778","CS2MET",260,1959-11-17,0,"Low"
"779","CS2MET",260,1959-11-18,15.2,"Low"
"780","CS2MET",260,1959-11-19,7.4,"Low"
"781","CS2MET",260,1959-11-20,13.2,"Low"
"782","CS2MET",260,1959-11-21,27.2,"Low"
"783","CS2MET",260,1959-11-22,56.9,"Low"
"784","CS2MET",260,1959-11-23,10.2,"Low"
"785","CS2MET",260,1959-11-24,1.3,"Low"
"786","CS2MET",260,1959-11-25,0,"Low"
"787","CS2MET",260,1959-11-26,0,"Low"
"788","CS2MET",260,1959-11-27,0,"Low"
"789","CS2MET",260,1959-11-28,4.8,"Low"
"790","CS2MET",260,1959-11-29,0,"Low"
"791","CS2MET",260,1959-11-30,0,"Low"
"792","CS2MET",260,1959-12-01,0,"Low"
"793","CS2MET",260,1959-12-02,4.1,"Low"
"794","CS2MET",260,1959-12-03,0,"Low"
"795","CS2MET",260,1959-12-04,0,"Low"
"796","CS2MET",260,1959-12-05,0,"Low"
"797","CS2MET",260,1959-12-06,0,"Low"
"798","CS2MET",260,1959-12-07,0,"Low"
"799","CS2MET",260,1959-12-08,0,"Low"
"800","CS2MET",260,1959-12-09,0,"Low"
"801","CS2MET",260,1959-12-10,2.5,"Low"
"802","CS2MET",260,1959-12-11,24.6,"Low"
"803","CS2MET",260,1959-12-12,22.4,"Low"
"804","CS2MET",260,1959-12-13,0,"Low"
"805","CS2MET",260,1959-12-14,1.5,"Low"
"806","CS2MET",260,1959-12-15,4.1,"Low"
"807","CS2MET",260,1959-12-16,1.5,"Low"
"808","CS2MET",260,1959-12-17,0.3,"Low"
"809","CS2MET",260,1959-12-18,0.8,"Low"
"810","CS2MET",260,1959-12-19,0,"Low"
"811","CS2MET",260,1959-12-20,0.3,"Low"
"812","CS2MET",260,1959-12-21,0,"Low"
"813","CS2MET",260,1959-12-22,0,"Low"
"814","CS2MET",260,1959-12-23,6.1,"Low"
"815","CS2MET",260,1959-12-24,26.9,"Low"
"816","CS2MET",260,1959-12-25,11.2,"Low"
"817","CS2MET",260,1959-12-26,0.8,"Low"
"818","CS2MET",260,1959-12-27,0,"Low"
"819","CS2MET",260,1959-12-28,0,"Low"
"820","CS2MET",260,1959-12-29,0,"Low"
"821","CS2MET",260,1959-12-30,7.6,"Low"
"822","CS2MET",260,1959-12-31,2,"Low"
"823","CS2MET",260,1960-01-01,0,"Low"
"824","CS2MET",260,1960-01-02,0,"Low"
"825","CS2MET",260,1960-01-03,0,"Low"
"826","CS2MET",260,1960-01-04,0,"Low"
"827","CS2MET",260,1960-01-05,0,"Low"
"828","CS2MET",260,1960-01-06,13.7,"Low"
"829","CS2MET",260,1960-01-07,24.6,"Low"
"830","CS2MET",260,1960-01-08,15.7,"Low"
"831","CS2MET",260,1960-01-09,0,"Low"
"832","CS2MET",260,1960-01-10,13.7,"Low"
"833","CS2MET",260,1960-01-11,18,"Low"
"834","CS2MET",260,1960-01-12,1.5,"Low"
"835","CS2MET",260,1960-01-13,2.5,"Low"
"836","CS2MET",260,1960-01-14,0.8,"Low"
"837","CS2MET",260,1960-01-15,4.3,"Low"
"838","CS2MET",260,1960-01-16,18,"Low"
"839","CS2MET",260,1960-01-17,12.7,"Low"
"840","CS2MET",260,1960-01-18,11.9,"Low"
"841","CS2MET",260,1960-01-19,9.9,"Low"
"842","CS2MET",260,1960-01-20,8.1,"Low"
"843","CS2MET",260,1960-01-21,0,"Low"
"844","CS2MET",260,1960-01-22,0,"Low"
"845","CS2MET",260,1960-01-23,4.8,"Low"
"846","CS2MET",260,1960-01-24,0,"Low"
"847","CS2MET",260,1960-01-25,7.9,"Low"
"848","CS2MET",260,1960-01-26,6.1,"Low"
"849","CS2MET",260,1960-01-27,4.1,"Low"
"850","CS2MET",260,1960-01-28,5.8,"Low"
"851","CS2MET",260,1960-01-29,5.6,"Low"
"852","CS2MET",260,1960-01-30,0,"Low"
"853","CS2MET",260,1960-01-31,0,"Low"
"854","CS2MET",260,1960-02-01,6.1,"Low"
"855","CS2MET",260,1960-02-02,27.4,"Low"
"856","CS2MET",260,1960-02-03,21.1,"Low"
"857","CS2MET",260,1960-02-04,7.6,"Low"
"858","CS2MET",260,1960-02-05,13.7,"Low"
"859","CS2MET",260,1960-02-06,32.3,"Low"
"860","CS2MET",260,1960-02-07,16.3,"Low"
"861","CS2MET",260,1960-02-08,37.3,"Low"
"862","CS2MET",260,1960-02-09,50.5,"Low"
"863","CS2MET",260,1960-02-10,4.1,"Low"
"864","CS2MET",260,1960-02-11,0,"Low"
"865","CS2MET",260,1960-02-12,12.2,"Low"
"866","CS2MET",260,1960-02-13,11.7,"Low"
"867","CS2MET",260,1960-02-14,35.6,"Low"
"868","CS2MET",260,1960-02-15,17.3,"Low"
"869","CS2MET",260,1960-02-16,0,"Low"
"870","CS2MET",260,1960-02-17,0,"Low"
"871","CS2MET",260,1960-02-18,7.6,"Low"
"872","CS2MET",260,1960-02-19,0.5,"Low"
"873","CS2MET",260,1960-02-20,1,"Low"
"874","CS2MET",260,1960-02-21,13,"Low"
"875","CS2MET",260,1960-02-22,0,"Low"
"876","CS2MET",260,1960-02-23,0,"Low"
"877","CS2MET",260,1960-02-24,0,"Low"
"878","CS2MET",260,1960-02-25,2,"Low"
"879","CS2MET",260,1960-02-26,14.2,"Low"
"880","CS2MET",260,1960-02-27,0,"Low"
"881","CS2MET",260,1960-02-28,0,"Low"
"882","CS2MET",260,1960-02-29,0,"Low"
"883","CS2MET",260,1960-03-01,0.3,"Low"
"884","CS2MET",260,1960-03-02,17.8,"Low"
"885","CS2MET",260,1960-03-03,29.7,"Low"
"886","CS2MET",260,1960-03-04,34.3,"Low"
"887","CS2MET",260,1960-03-05,51.8,"Low"
"888","CS2MET",260,1960-03-06,14.7,"Low"
"889","CS2MET",260,1960-03-07,25.7,"Low"
"890","CS2MET",260,1960-03-08,49,"Low"
"891","CS2MET",260,1960-03-09,13.7,"Low"
"892","CS2MET",260,1960-03-10,0,"Low"
"893","CS2MET",260,1960-03-11,7.1,"Low"
"894","CS2MET",260,1960-03-12,6.9,"Low"
"895","CS2MET",260,1960-03-13,15.7,"Low"
"896","CS2MET",260,1960-03-14,8.4,"Low"
"897","CS2MET",260,1960-03-15,25.4,"Low"
"898","CS2MET",260,1960-03-16,0,"Low"
"899","CS2MET",260,1960-03-17,0,"Low"
"900","CS2MET",260,1960-03-18,0,"Low"
"901","CS2MET",260,1960-03-19,0,"Low"
"902","CS2MET",260,1960-03-20,0,"Low"
"903","CS2MET",260,1960-03-21,0,"Low"
"904","CS2MET",260,1960-03-22,0,"Low"
"905","CS2MET",260,1960-03-23,0,"Low"
"906","CS2MET",260,1960-03-24,0,"Low"
"907","CS2MET",260,1960-03-25,0,"Low"
"908","CS2MET",260,1960-03-26,10.7,"Low"
"909","CS2MET",260,1960-03-27,23.9,"Low"
"910","CS2MET",260,1960-03-28,18.5,"Low"
"911","CS2MET",260,1960-03-29,57.2,"Low"
"912","CS2MET",260,1960-03-30,30.2,"Low"
"913","CS2MET",260,1960-03-31,40.6,"Low"
"914","CS2MET",260,1960-04-01,25.1,"Low"
"915","CS2MET",260,1960-04-02,0.5,"Low"
"916","CS2MET",260,1960-04-03,0,"Low"
"917","CS2MET",260,1960-04-04,0,"Low"
"918","CS2MET",260,1960-04-05,0,"Low"
"919","CS2MET",260,1960-04-06,0,"Low"
"920","CS2MET",260,1960-04-07,6.4,"Low"
"921","CS2MET",260,1960-04-08,3,"Low"
"922","CS2MET",260,1960-04-09,0.5,"Low"
"923","CS2MET",260,1960-04-10,0,"Low"
"924","CS2MET",260,1960-04-11,15.2,"Low"
"925","CS2MET",260,1960-04-12,11.9,"Low"
"926","CS2MET",260,1960-04-13,23.6,"Low"
"927","CS2MET",260,1960-04-14,26.7,"Low"
"928","CS2MET",260,1960-04-15,20.3,"Low"
"929","CS2MET",260,1960-04-16,0,"Low"
"930","CS2MET",260,1960-04-17,11.2,"Low"
"931","CS2MET",260,1960-04-18,16.3,"Low"
"932","CS2MET",260,1960-04-19,3.8,"Low"
"933","CS2MET",260,1960-04-20,34,"Low"
"934","CS2MET",260,1960-04-21,9.9,"Low"
"935","CS2MET",260,1960-04-22,2,"Low"
"936","CS2MET",260,1960-04-23,0,"Low"
"937","CS2MET",260,1960-04-24,2.8,"Low"
"938","CS2MET",260,1960-04-25,5.6,"Low"
"939","CS2MET",260,1960-04-26,0,"Low"
"940","CS2MET",260,1960-04-27,15.2,"Low"
"941","CS2MET",260,1960-04-28,0.5,"Low"
"942","CS2MET",260,1960-04-29,0.3,"Low"
"943","CS2MET",260,1960-04-30,0.8,"Low"
"944","CS2MET",260,1960-05-01,4.6,"Low"
"945","CS2MET",260,1960-05-02,1.5,"Low"
"946","CS2MET",260,1960-05-03,8.6,"Low"
"947","CS2MET",260,1960-05-04,3.6,"Low"
"948","CS2MET",260,1960-05-05,0,"Low"
"949","CS2MET",260,1960-05-06,21.1,"Low"
"950","CS2MET",260,1960-05-07,8.1,"Low"
"951","CS2MET",260,1960-05-08,0,"Low"
"952","CS2MET",260,1960-05-09,0,"Low"
"953","CS2MET",260,1960-05-10,0,"Low"
"954","CS2MET",260,1960-05-11,7.6,"Low"
"955","CS2MET",260,1960-05-12,29,"Low"
"956","CS2MET",260,1960-05-13,28.4,"Low"
"957","CS2MET",260,1960-05-14,0,"Low"
"958","CS2MET",260,1960-05-15,4.8,"Low"
"959","CS2MET",260,1960-05-16,18.5,"Low"
"960","CS2MET",260,1960-05-17,24.1,"Low"
"961","CS2MET",260,1960-05-18,1.8,"Low"
"962","CS2MET",260,1960-05-19,0,"Low"
"963","CS2MET",260,1960-05-20,55.1,"Low"
"964","CS2MET",260,1960-05-21,15.2,"Low"
"965","CS2MET",260,1960-05-22,8.4,"Low"
"966","CS2MET",260,1960-05-23,8.9,"Low"
"967","CS2MET",260,1960-05-24,7.6,"Low"
"968","CS2MET",260,1960-05-25,15,"Low"
"969","CS2MET",260,1960-05-26,9.9,"Low"
"970","CS2MET",260,1960-05-27,0.5,"Low"
"971","CS2MET",260,1960-05-28,0,"Low"
"972","CS2MET",260,1960-05-29,0,"Low"
"973","CS2MET",260,1960-05-30,0,"Low"
"974","CS2MET",260,1960-05-31,0,"Low"
"975","CS2MET",260,1960-06-01,0,"Low"
"976","CS2MET",260,1960-06-02,0,"Low"
"977","CS2MET",260,1960-06-03,0,"Low"
"978","CS2MET",260,1960-06-04,0,"Low"
"979","CS2MET",260,1960-06-05,0,"Low"
"980","CS2MET",260,1960-06-06,0,"Low"
"981","CS2MET",260,1960-06-07,0,"Low"
"982","CS2MET",260,1960-06-08,0,"Low"
"983","CS2MET",260,1960-06-09,0,"Low"
"984","CS2MET",260,1960-06-10,0,"Low"
"985","CS2MET",260,1960-06-11,0,"Low"
"986","CS2MET",260,1960-06-12,0,"Low"
"987","CS2MET",260,1960-06-13,0,"Low"
"988","CS2MET",260,1960-06-14,17.5,"Low"
"989","CS2MET",260,1960-06-15,1.8,"Low"
"990","CS2MET",260,1960-06-16,2,"Low"
"991","CS2MET",260,1960-06-17,0,"Low"
"992","CS2MET",260,1960-06-18,0,"Low"
"993","CS2MET",260,1960-06-19,1.8,"Low"
"994","CS2MET",260,1960-06-20,0.8,"Low"
"995","CS2MET",260,1960-06-21,0,"Low"
"996","CS2MET",260,1960-06-22,0,"Low"
"997","CS2MET",260,1960-06-23,0,"Low"
"998","CS2MET",260,1960-06-24,0,"Low"
"999","CS2MET",260,1960-06-25,0,"Low"
"1000","CS2MET",260,1960-06-26,0,"Low"
"1001","CS2MET",260,1960-06-27,0,"Low"
"1002","CS2MET",260,1960-06-28,0,"Low"
"1003","CS2MET",260,1960-06-29,0,"Low"
"1004","CS2MET",260,1960-06-30,0,"Low"
"1005","CS2MET",260,1960-07-01,0,"Low"
"1006","CS2MET",260,1960-07-02,0,"Low"
"1007","CS2MET",260,1960-07-03,0,"Low"
"1008","CS2MET",260,1960-07-04,0,"Low"
"1009","CS2MET",260,1960-07-05,0,"Low"
"1010","CS2MET",260,1960-07-06,0,"Low"
"1011","CS2MET",260,1960-07-07,0,"Low"
"1012","CS2MET",260,1960-07-08,0,"Low"
"1013","CS2MET",260,1960-07-09,0,"Low"
"1014","CS2MET",260,1960-07-10,0,"Low"
"1015","CS2MET",260,1960-07-11,0,"Low"
"1016","CS2MET",260,1960-07-12,0,"Low"
"1017","CS2MET",260,1960-07-13,0,"Low"
"1018","CS2MET",260,1960-07-14,0,"Low"
"1019","CS2MET",260,1960-07-15,0,"Low"
"1020","CS2MET",260,1960-07-16,0,"Low"
"1021","CS2MET",260,1960-07-17,0,"Low"
"1022","CS2MET",260,1960-07-18,0,"Low"
"1023","CS2MET",260,1960-07-19,0,"Low"
"1024","CS2MET",260,1960-07-20,0,"Low"
"1025","CS2MET",260,1960-07-21,0,"Low"
"1026","CS2MET",260,1960-07-22,0,"Low"
"1027","CS2MET",260,1960-07-23,0,"Low"
"1028","CS2MET",260,1960-07-24,0,"Low"
"1029","CS2MET",260,1960-07-25,0,"Low"
"1030","CS2MET",260,1960-07-26,0,"Low"
"1031","CS2MET",260,1960-07-27,0,"Low"
"1032","CS2MET",260,1960-07-28,0,"Low"
"1033","CS2MET",260,1960-07-29,1.8,"Low"
"1034","CS2MET",260,1960-07-30,1,"Low"
"1035","CS2MET",260,1960-07-31,0,"Low"
"1036","CS2MET",260,1960-08-01,0,"Low"
"1037","CS2MET",260,1960-08-02,0,"Low"
"1038","CS2MET",260,1960-08-03,0,"Low"
"1039","CS2MET",260,1960-08-04,0,"Low"
"1040","CS2MET",260,1960-08-05,0,"Low"
"1041","CS2MET",260,1960-08-06,0,"Low"
"1042","CS2MET",260,1960-08-07,0,"Low"
"1043","CS2MET",260,1960-08-08,0,"Low"
"1044","CS2MET",260,1960-08-09,0,"Low"
"1045","CS2MET",260,1960-08-10,0,"Low"
"1046","CS2MET",260,1960-08-11,0,"Low"
"1047","CS2MET",260,1960-08-12,0,"Low"
"1048","CS2MET",260,1960-08-13,0,"Low"
"1049","CS2MET",260,1960-08-14,0,"Low"
"1050","CS2MET",260,1960-08-15,3.3,"Low"
"1051","CS2MET",260,1960-08-16,0,"Low"
"1052","CS2MET",260,1960-08-17,0,"Low"
"1053","CS2MET",260,1960-08-18,0,"Low"
"1054","CS2MET",260,1960-08-19,0,"Low"
"1055","CS2MET",260,1960-08-20,0,"Low"
"1056","CS2MET",260,1960-08-21,3.8,"Low"
"1057","CS2MET",260,1960-08-22,27.9,"Low"
"1058","CS2MET",260,1960-08-23,18.5,"Low"
"1059","CS2MET",260,1960-08-24,7.6,"Low"
"1060","CS2MET",260,1960-08-25,0.5,"Low"
"1061","CS2MET",260,1960-08-26,4.8,"Low"
"1062","CS2MET",260,1960-08-27,0,"Low"
"1063","CS2MET",260,1960-08-28,0,"Low"
"1064","CS2MET",260,1960-08-29,0,"Low"
"1065","CS2MET",260,1960-08-30,0,"Low"
"1066","CS2MET",260,1960-08-31,1.8,"Low"
"1067","CS2MET",260,1960-09-01,3.8,"Low"
"1068","CS2MET",260,1960-09-02,0.5,"Low"
"1069","CS2MET",260,1960-09-03,16.3,"Low"
"1070","CS2MET",260,1960-09-04,9.7,"Low"
"1071","CS2MET",260,1960-09-05,0,"Low"
"1072","CS2MET",260,1960-09-06,0,"Low"
"1073","CS2MET",260,1960-09-07,0,"Low"
"1074","CS2MET",260,1960-09-08,0,"Low"
"1075","CS2MET",260,1960-09-09,0,"Low"
"1076","CS2MET",260,1960-09-10,0,"Low"
